Artist,Position,Title,Year
Natalie,70,Goin' Crazy,2005
Carrie Underwood,71,Inside Your Heaven,2005
Kelly Clarkson,72,Because of You,2005
Fantasia,73,Truth Is,2005
Pretty Ricky,74,Your Body,2005
Jesse McCartney,75,Beautiful Soul,2005
Gwen Stefani,76,Cool,2005
Ludacris,77,Get Back,2005
50 Cent featuring Mobb Deep,78,Outta Control,2005
T.I.,79,U Don't Know Me,2005
Natasha Bedingfield,80,These Words,2005
The Black Eyed Peas,81,Don't Lie,2005
Jennifer Lopez,82,Get Right,2005
John Mayer,83,Daughters,2005
Toby Keith,84,As Good As I Once Was,2005
Brooke Valentine featuring Lil Jon & Big Boi,85,Girlfight,2005
Destiny's Child,86,Lose My Breath,2005
John Legend,87,Ordinary People,2005
Sean Paul,88,We'll Be Burning,2005
The Click Five,89,Just the Girl,2005
Ryan Cabrera,90,True,2005
Omarion,91,O,2005
Mike Jones,92,Back Then,2005
Z/Linkin Park,93,Numb / Encore - Jay,2005
Ja Rule featuring R. Kelly & Ashanti,94,Wonderful,2005
Pain,95,I'm Sprung - T,2005
Gavin DeGraw,96,Chariot,2005
112 featuring Foxy Brown,97,U Already Know,2005
Faith Hill,98,Mississippi Girl,2005
Ludacris,99,Number One Spot,2005
Webbie featuring Bun B,100,Give Me That,2005
Daniel Powter,1,Bad Day,2006
Sean Paul,2,Temperature,2006
Nelly Furtado featuring Timbaland,3,Promiscuous,2006
James Blunt,4,You're Beautiful,2006
Shakira featuring Wyclef Jean,5,Hips Don't Lie,2006
Natasha Bedingfield,6,Unwritten,2006
Gnarls Barkley,7,Crazy,2006
Chamillionaire featuring Krayzie Bone,8,Ridin',2006
Justin Timberlake,9,SexyBack,2006
Beyoncé featuring Slim Thug,10,Check On It,2006
Mary J. Blige,11,Be Without You,2006
"Nelly featuring Paul Wall, Ali & Gipp",12,Grillz,2006
The Fray,13,Over My Head (Cable Car),2006
Cassie,14,Me & U,2006
The Pussycat Dolls featuring Snoop Dogg,15,Buttons,2006
Chris Brown,16,Run It!,2006
Yo,17,So Sick - Ne,2006
Yung Joc,18,It's Goin' Down,2006
Rihanna,19,SOS,2006
Panic! At The Disco,20,I Write Sins Not Tragedies,2006
American Rejects,21,Move Along - The All,2006
Fergie,22,London Bridge,2006
Red Hot Chili Peppers,23,Dani California,2006
40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers - Lil Jon featuring E,2006
Dem Franchize Boyz featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",2006
Rascal Flatts,26,What Hurts the Most,2006
The Fray,27,How to Save a Life,2006
Rihanna,28,Unfaithful,2006
Snow Patrol,29,Chasing Cars,2006
Hinder,30,Lips of an Angel,2006
Cascada,31,Everytime We Touch,2006
Christina Aguilera,32,Ain't No Other Man,2006
Fall Out Boy,33,"Dance, Dance",2006
Kanye West featuring Jamie Foxx,34,Gold Digger,2006
Ludacris featuring Pharrell,35,Money Maker,2006
Bubba Sparxxx featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,2006
Sean Paul featuring Keyshia Cole,37,(When You Gonna) Give It Up to Me,2006
Nickelback,38,Photograph,2006
Kelly Clarkson,39,Because of You,2006
The Pussycat Dolls,40,Stickwitu,2006
Pain featuring Mike Jones,41,I'm N Luv (Wit a Stripper) - T,2006
The Black Eyed Peas,42,My Humps,2006
Fort Minor featuring Holly Brook,43,Where'd You Go,2006
Chris Brown,44,Yo (Excuse Me Miss),2006
Kelly Clarkson,45,Walk Away,2006
D4L,46,Laffy Taffy,2006
T.I.,47,What You Know,2006
American Rejects,48,Dirty Little Secret - The All,2006
Nickelback,49,Savin' Me,2006
Mariah Carey,50,Don't Forget About Us,2006
Yo,51,Sexy Love - Ne,2006
Pain & Kandi Girl,52,U and Dat - E-40 featuring T,2006
Nickelback,53,Far Away,2006
Nick Lachey,54,What's Left of Me,2006
Field Mob featuring Ciara,55,So What,2006
Cherish featuring Sean Paul Of The YoungBloodZ,56,Do It to It,2006
KT Tunstall,57,Black Horse and the Cherry Tree,2006
Juelz Santana,58,There It Go (The Whistle Song),2006
Young Dro featuring T.I.,59,Shoulder Lean,2006
Jamie Foxx featuring Ludacris,60,Unpredictable,2006
Justin Timberlake featuring T.I.,61,My Love,2006
Eminem featuring Nate Dogg,62,Shake That,2006
Chingy featuring Tyrese,63,Pullin' Me Back,2006
Kelis featuring Too $hort,64,Bossy,2006
Jibbs,65,Chain Hang Low,2006
Akon featuring Eminem,66,Smack That,2006
Ray J,67,One Wish,2006
Fall Out Boy,68,"Sugar, We're Goin Down",2006
Chris Brown featuring Lil' Wayne,69,Gimme That,2006
Yung Joc featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,2006
Bon Jovi,71,Who Says You Can't Go Home,2006
JoJo,72,"Too Little, Too Late",2006
Busta Rhymes,73,Touch It,2006
Daddy Yankee,74,Rompe,2006
Z,75,Déjà-vu - Beyonce featuring Jay,2006
Rascal Flatts,76,Life Is a Highway,2006
Evanescence,77,Call Me When You're Sober,2006
Carrie Underwood,78,"Jesus, Take the Wheel",2006
Danity Kane,79,Show Stopper,2006
Ciara featuring Chamillionaire,80,Get Up,2006
Sean Paul,81,We Be Burnin' (Recognize It),2006
Blue October,82,Hate Me,2006
Lifehouse,83,You and Me,2006
The Pussycat Dolls featuring will.i.am,84,Beep,2006
"Dem Franchize Boyz featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,2006
Chris Brown,86,Say Goodbye,2006
John Mayer,87,Waiting On the World to Change,2006
Young Jeezy featuring Akon,88,Soul Survivor,2006
The Black Eyed Peas,89,Pump It,2006
Eminem,90,When I'm Gone,2006
Madonna,91,Hung Up,2006
Three 6 Mafia featuring Young Buck & Eightball & MJG,92,Stay Fly,2006
Keyshia Cole,93,Love,2006
Yo,94,When You're Mad - Ne,2006
T.I.,95,Why You Wanna - King,2006
Pink,96,Stupid Girls,2006
Gorillaz,97,Feel Good Inc,2006
Pain,98,I'm Sprung - T,2006
Taylor Hicks,99,Do I Make You Proud,2006
Teddy Geiger,100,For You I Will (Confidence),2006
Beyoncé,1,Irreplaceable,2007
Z,2,Umbrella - Rihanna featuring Jay,2007
Gwen Stefani featuring Akon,3,The Sweet Escape,2007
Fergie,4,Big Girls Don't Cry,2007
Pain featuring Yung Joc,5,Buy U a Drank (Shawty Snappin') - T,2007
Carrie Underwood,6,Before He Cheats,2007
Plain White T's,7,Hey There Delilah,2007
Akon featuring Snoop Dogg,8,I Wanna Love You,2007
Nelly Furtado,9,Say It Right,2007
Fergie featuring Ludacris,10,Glamorous,2007
Akon,11,Don't Matter,2007
Avril Lavigne,12,Girlfriend,2007
Maroon 5,13,Makes Me Wonder,2007
Shop Boyz,14,Party Like a Rock Star,2007
Akon featuring Eminem,15,Smack That,2007
Mims,16,This Is Why I'm Hot,2007
Daughtry,17,It's Not Over,2007
Timbaland featuring Keri Hilson,18,The Way I Are,2007
Fergie,19,Fergalicious,2007
Soulja Boy Tell'em,20,Crank That (Soulja Boy),2007
Timbaland featuring Nelly Furtado & Justin Timberlake,21,Give It to Me,2007
Justin Timberlake,22,What Goes Around.../...Comes Around Interlude,2007
Gym Class Heroes featuring Patrick Stump,23,Cupid's Chokehold / Breakfast In America,2007
The Fray,24,How to Save a Life,2007
Daughtry,25,Home,2007
Justin Timberlake featuring T.I.,26,My Love,2007
Kanye West,27,Stronger,2007
Jim Jones,28,We Fly High,2007
Pink,29,U + Ur Hand,2007
Unk,30,Walk It Out,2007
Sean Kingston,31,Beautiful Girls,2007
Fall Out Boy,32,"This Ain't a Scene, It's an Arms Race",2007
Pain featuring Akon,33,Bartender - T,2007
Huey,34,"Pop, Lock & Drop It",2007
Ludacris featuring Mary J. Blige,35,Runaway Love,2007
Nickelback,36,Rockstar,2007
Fall Out Boy,37,Thnks Fr Th Mmrs,2007
Linkin Park,38,What I've Done,2007
Justin Timberlake,39,Summer Love,2007
Lloyd featuring Lil' Wayne,40,You,2007
Elliott Yamin,41,Wait for You,2007
Diddy featuring Keyshia Cole,42,Last Night,2007
Fat Joe featuring Lil Wayne,43,Make It Rain,2007
Yo,44,Make Me Better - Fabolous featuring Ne,2007
Omarion,45,Ice Box,2007
Hinder,46,Lips of an Angel,2007
John Mayer,47,Waiting On the World to Change,2007
Robin Thicke,48,Lost Without U,2007
Pain),49,I'm a Flirt - R. Kelly (featuring T.I. & T,2007
Nickelback,50,If Everyone Cared,2007
Lloyd,51,Get It Shawty,2007
The Red Jumpsuit Apparatus,52,Face Down,2007
Baby Boy Da Prince featuring Lil Boosie,53,The Way I Live,2007
Bow Wow featuring Chris Brown & Johnta Austin,54,Shortie Like Mine,2007
American Rejects,55,It Ends Tonight - The All,2007
Hurricane Chris,56,A Bay Bay,2007
Yo,57,Because of You - Ne,2007
Harmony featuring Akon,58,I Tried - Bone Thugs-N,2007
My Chemical Romance,59,Welcome to the Black Parade,2007
Pain,60,Shawty - Plies featuring T,2007
Snow Patrol,61,Chasing Cars,2007
Beyoncé & Shakira,62,Beautiful Liar - B'Day (Deluxe Edition),2007
Justin Timberlake,63,SexyBack,2007
Avril Lavigne,64,Keep Holding On,2007
Keyshia Cole featuring Missy Elliott & Lil Kim,65,Let It Go,2007
Timbaland featuring OneRepublic,66,Apologize,2007
Colbie Caillat,67,Bubbly,2007
Ciara,68,Like a Boy,2007
P!nk,69,Who Knew,2007
Kelly Clarkson,70,Never Again,2007
Ciara,71,Promise,2007
J. Holiday,72,Bed,2007
Rich Boy featuring Polow Da Don,73,Throw Some D's,2007
Amy Winehouse,74,Rehab,2007
T.I.,75,Big Things Poppin' (Do It),2007
Alicia Keys,76,No One,2007
Boys Like Girls,77,The Great Escape,2007
Unk,78,2 Step,2007
Paula DeAnda featuring The DEY,79,Walk Away (Remember Me),2007
Young Jeezy featuring R. Kelly,80,Go Getta,2007
Hellogoodbye,81,Here (In Your Arms),2007
Pretty Ricky,82,On the Hotline,2007
Gwen Stefani,83,Wind It Up,2007
Pain,84,Cyclone - Baby Bash featuring T,2007
Rihanna & Sean Paul,85,Break It Off,2007
Lifehouse,86,First Time,2007
50 Cent featuring Justin Timberlake & Timbaland,87,Ayo Technology,2007
Pain & Johntá Austin,88,Outta My System - Bow Wow featuring T,2007
Taylor Swift,89,Teardrops On My Guitar,2007
Rihanna,90,Shut Up and Drive,2007
Red Hot Chili Peppers,91,Snow (Hey Oh,2007
Ludacris featuring Pharrell,92,Money Maker,2007
Pain,93,Kiss Kiss - Chris Brown featuring T,2007
Nickelback,94,Far Away,2007
Crime Mob featuring Lil Scrappy,95,Rock Yo Hips,2007
Justin Timberlake,96,LoveStoned,2007
Hinder,97,Better Than Me,2007
Finger Eleven,98,Paralyzer,2007
Snoop Dogg featuring R. Kelly,99,That's That S**t,2007
R. Kelly Duet With Usher,100,Same Girl,2007
Pain,1,Low - Flo Rida featuring T,2008
Leona Lewis,2,Bleeding Love,2008
Alicia Keys,3,No One,2008
Lil Wayne featuring Static Major,4,Lollipop,2008
Timbaland featuring OneRepublic,5,Apologize,2008
Jordin Sparks Duet With Chris Brown,6,No Air,2008
Sara Bareilles,7,Love Song,2008
Usher featuring Young Jeezy,8,Love In This Club,2008
Chris Brown,9,With You,2008
Chris Brown,10,Forever,2008
Ray J & Yung Berg,11,Sexy Can I,2008
Rihanna,12,Take a Bow,2008
Coldplay,13,Viva la Vida,2008
Katy Perry,14,I Kissed a Girl,2008
T.I.,15,Whatever You Like,2008
Rihanna,16,Disturbia,2008
Rihanna,17,Don't Stop the Music,2008
Natasha Bedingfield,18,Pocketful of Sunshine,2008
Pain,19,Kiss Kiss - Chris Brown featuring T,2008
Yo,20,Closer - Ne,2008
Colbie Caillat,21,Bubbly,2008
Mariah Carey,22,Touch My Body,2008
Madonna featuring Justin Timberlake,23,4 Minutes,2008
P!nk,24,So What,2008
Finger Eleven,25,Paralyzer,2008
Fergie,26,Clumsy,2008
Jason Mraz,27,I'm Yours,2008
Jesse McCartney,28,Leavin',2008
Kardinal Offishall featuring Akon,29,Dangerous,2008
Jordin Sparks,30,Tattoo,2008
Miley Cyrus,31,See You Again,2008
Metro Station,32,Shake It,2008
OneRepublic,33,Stop and Stare,2008
Sean Kingston,34,Take You There,2008
M.I.A.,35,Paper Planes,2008
Katy Perry,36,Hot N Cold,2008
T.I. featuring Rihanna,37,Live Your Life,2008
Yo,38,"Bust It Baby, Pt. 2 - Plies featuring Ne",2008
Estelle featuring Kanye West,39,American Boy,2008
Pain,40,Got Money - Lil Wayne featuring T,2008
Taylor Swift,41,Our Song,2008
Danity Kane,42,Damaged,2008
Lil Wayne,43,A Milli,2008
Buckcherry,44,Sorry,2008
Webbie featuring Lil' Phat & Lil' Boosie,45,Independent,2008
Pain featuring Lil Wayne,46,Can't Believe It - T,2008
Alicia Keys,47,Like You'll Never See Me Again,2008
Taylor Swift,48,Teardrops On My Guitar,2008
The Pussycat Dolls,49,When I Grow Up,2008
Snoop Dogg,50,Sensual Seduction,2008
Colby O'Donis featuring Akon,51,What You Got,2008
3 Doors Down,52,It's Not My Time,2008
Leona Lewis,53,Better In Time,2008
Soulja Boy Tell'em,54,Crank That,2008
Linkin Park,55,Shadow of the Day,2008
"Wyclef Jean featuring Akon, Lil Wayne & Niia",56,Sweetest Girl (Dollar Bill),2008
Yo,57,Miss Independent - Ne,2008
Secondhand Serenade,58,Fall for You,2008
Flo Rida featuring will.i.am,59,In the Ayer,2008
John Mayer,60,Say,2008
Jordin Sparks,61,One Step At a Time,2008
Yo,62,Hate That I Love You - Rihanna featuring Ne,2008
Lupe Fiasco featuring Matthew Santos,63,Superstar,2008
J. Holiday,64,Suffocate,2008
Kevin Rudolf featuring Lil Wayne,65,Let It Rock,2008
David Banner featuring Chris Brown,66,Get Like Me,2008
Colbie Caillat,67,Realize,2008
Young Jeezy featuring Kanye West,68,Put On,2008
David Cook,69,The Time of My Life,2008
"Three 6 Mafia featuring Project Pat, Young D & Superpower",70,Lolli Lolli (Pop That Body),2008
Pain,71,Cyclone - Baby Bash featuring T,2008
Natasha Bedingfield featuring Sean Kingston,72,Love Like This,2008
Jonas Brothers,73,Burnin' Up,2008
Kanye West,74,Love Lockdown,2008
Dream,75,I Luv Your Girl - The,2008
David Archuleta,76,Crush,2008
Plies featuring Akon,77,Hypnotized,2008
Fergie,78,Big Girls Don't Cry (Personal),2008
Pain,79,Good Life - Kanye West featuring T,2008
Britney Spears,80,Womanizer,2008
Taylor Swift,81,Love Story,2008
Mary J. Blige,82,Just Fine,2008
Britney Spears,83,Piece of Me,2008
Pain,84,The Boss - Rick Ross featuring T,2008
Kid Rock,85,All Summer Long,2008
Trey Songz,86,Can't Help But Wait,2008
Gavin DeGraw,87,In Love With a Girl,2008
The Game featuring Lil Wayne,88,My Life,2008
Keyshia Cole,89,I Remember,2008
Kanye West featuring Dwele,90,Flashing Lights,2008
Lil Wayne featuring Bobby Valentino & Kidd Kidd,91,Mrs. Officer,2008
Miley Cyrus,92,7 Things,2008
Trace Adkins,93,You're Gonna Miss This,2008
Gavin Rossdale,94,Love Remains The Same,2008
Daughtry,95,Feels Like Tonight,2008
Timbaland featuring Keri Hilson,96,The Way I Are,2008
Saving Abel,97,Addicted,2008
Santana featuring Chad Kroeger,98,Into the Night,2008
Keyshia Cole,99,Heaven Sent,2008
Pain & Tay Dizm,100,She Got It - 2 Pistols featuring T,2008
The Black Eyed Peas,1,Boom Boom Pow,2009
Lady Gaga,2,Poker Face,2009
Lady Gaga featuring Colby O'Donis,3,Just Dance,2009
The Black Eyed Peas,4,I Gotta Feeling,2009
Taylor Swift,5,Love Story,2009
Flo Rida,6,Right Round,2009
Jason Mraz,7,I'm Yours,2009
Beyoncé,8,Single Ladies (Put a Ring On It),2009
Kanye West,9,Heartless,2009
American Rejects,10,Gives You Hell - The All,2009
Taylor Swift,11,You Belong With Me,2009
T.I. featuring Justin Timberlake,12,Dead and Gone,2009
The Fray,13,You Found Me,2009
Kings Of Leon,14,Use Somebody,2009
Yo,15,Knock You Down - Keri Hilson featuring Kanye West & Ne,2009
Pain,16,Blame It - Jamie Foxx featuring T,2009
Pitbull,17,I Know You Want Me (Calle Ocho),2009
T.I. featuring Rihanna,18,Live Your Life,2009
Soulja Boy Tell 'em featuring Sammie,19,Kiss Me Thru the Phone,2009
Jay Sean featuring Lil Wayne,20,Down,2009
Miley Cyrus,21,The Climb,2009
Drake,22,Best I Ever Had,2009
Kelly Clarkson,23,My Life Would Suck Without You,2009
Beyoncé,24,Halo,2009
Katy Perry,25,Hot N Cold,2009
Shinedown,26,Second Chance,2009
Britney Spears,27,Circus,2009
Kid Cudi,28,Day 'n' Nite,2009
Miley Cyrus,29,Party In the U.S.A.,2009
3OH!3,30,Don't Trust Me,2009
"Z, Rihanna & Kanye West",31,Run This Town - Jay,2009
Kevin Rudolf featuring Lil Wayne,32,Let It Rock,2009
Sean Kingston,33,Fire Burning,2009
Jason DeRulo,34,Whatcha Say,2009
Lady Gaga,35,LoveGame,2009
Katy Perry,36,Waking Up In Vegas,2009
Jeremih,37,Birthday Sex,2009
P!nk,38,Sober,2009
Britney Spears,39,Womanizer,2009
T.I.,40,Whatever You Like,2009
Mariah Carey,41,Obsessed,2009
Yo,42,Mad - Ne,2009
Cobra Starship featuring Leighton Meester,43,Good Girls Go Bad,2009
Kanye West,44,Love Lockdown,2009
P!nk,45,So What,2009
Pitbull,46,Hotel Room Service,2009
"Eminem, Dr. Dre & 50 Cent",47,Crack a Bottle,2009
Beyoncé,48,If I Were a Boy - I Am... Sasha Fierce (Deluxe Version),2009
Keri Hilson featuring Lil Wayne,49,Turnin Me On,2009
The Pussycat Dolls,50,I Hate This Part,2009
Nickelback,51,Gotta Be Somebody,2009
P!nk,52,Please Don't Leave Me,2009
Lady Gaga,53,Paparazzi,2009
Akon featuring Colby O'Donis & Kardinal Offishall,54,Beautiful,2009
Coldplay,55,Viva la Vida,2009
Akon,56,Right Now (Na Na Na),2009
Jordin Sparks,57,Battlefield,2009
Flo Rida featuring Wynter,58,Sugar,2009
Yo,59,Miss Independent - Ne,2009
Owl City,60,Fireflies,2009
Linkin Park,61,New Divide,2009
Z + Alicia Keys,62,Empire State of Mind - Jay,2009
Daughtry,63,No Surprise,2009
Shakira,64,She Wolf,2009
Mario featuring Gucci Mane & Sean Garrett,65,Break Up,2009
Beyoncé,66,Sweet Dreams,2009
Young Money,67,Every Girl In the World,2009
Colbie Caillat,68,Fallin' for You,2009
The Veronicas,69,Untouched,2009
Nickelback,70,If Today Was Your Last Day,2009
Dream,71,Throw It In the Bag - Fabolous featuring The,2009
Boys Like Girls,72,Love Drunk,2009
Asher Roth,73,I Love College,2009
Britney Spears,74,If U Seek Amy,2009
Jason Aldean,75,Big Green Tractor,2009
Taylor Swift,76,White Horse,2009
Rihanna,77,Disturbia,2009
Green Day,78,21 Guns,2009
Soulja Boy Tell'em,79,Turn My Swag On,2009
Dream,80,Rockin' That Thang - The,2009
Zac Brown Band,81,Chicken Fried,2009
Beyoncé,82,Diva,2009
Iyaz,83,Replay,2009
Brad Paisley,84,Then,2009
Rob Thomas,85,Her Diamonds,2009
Jesse McCartney featuring Ludacris,86,How Do You Sleep?,2009
Britney Spears,87,3,2009
"Drake featuring Kanye West, Lil Wayne & Eminem",88,Forever,2009
Justin Bieber,89,One Time,2009
Lady Antebellum,90,I Run to You,2009
Kelly Clarkson,91,I Do Not Hook Up,2009
John Legend featuring Andre 3000,92,Green Light,2009
Billy Currington,93,People Are Crazy,2009
Zac Brown Band,94,Whatever It Is,2009
Kelly Clarkson,95,Already Gone,2009
Kristinia DeBarge,96,Goodbye,2009
Michael Franti & Spearhead featuring Cherine Anderson,97,Say Hey (I Love You),2009
Jim Jones & Ron Browz featuring Juelz Santana,98,Pop Champagne,2009
Maxwell,99,Pretty Wings (Uncut),2009
The Fray,100,Never Say Never,2009
Ke$ha,1,TiK ToK,2010
Lady Antebellum,2,Need You Now,2010
Train,3,"Hey, Soul Sister",2010
Katy Perry featuring Snoop Dogg,4,California Gurls,2010
Usher featuring will.i.am,5,OMG,2010
B.o.B featuring Hayley Williams of Paramore,6,Airplanes,2010
Eminem featuring Rihanna,7,Love the Way You Lie,2010
Lady Gaga,8,Bad Romance,2010
Taio Cruz,9,Dynamite,2010
Taio Cruz featuring Ludacris,10,Break Your Heart,2010
B.o.B featuring Bruno Mars,11,Nothin' On You,2010
Enrique Iglesias featuring Pitbull,12,I Like It,2010
Young Money featuring Lloyd,13,Bedrock,2010
Jason Derulo,14,In My Head,2010
Rihanna,15,Rude Boy,2010
Lady Gaga featuring Beyoncé,16,Telephone,2010
Katy Perry,17,Teenage Dream,2010
Bruno Mars,18,Just the Way You Are,2010
Mike Posner,19,Cooler Than Me,2010
The Black Eyed Peas,20,Imma Be,2010
Z + Alicia Keys,21,Empire State of Mind - Jay,2010
Usher featuring Pitbull,22,DJ Got Us Fallin' In Love,2010
Travie McCoy featuring Bruno Mars,23,Billionaire,2010
Eminem,24,Not Afraid,2010
Iyaz,25,Replay,2010
David Guetta featuring Akon,26,Sexy Chick,2010
The Script,27,Breakeven (Falling to Pieces),2010
Ke$ha,28,Your Love Is My Drug,2010
The Black Eyed Peas,29,I Gotta Feeling,2010
Owl City,30,Fireflies,2010
Trey Songz featuring Fabolous,31,Say Aah,2010
Drake,32,Find Your Love,2010
Lady Gaga,33,Alejandro,2010
Jason Derulo,34,Ridin' Solo,2010
Nelly,35,Just a Dream,2010
Ludacris,36,How Low,2010
Far East Movement featuring Cataracs & Dev,37,Like a G6,2010
Timbaland featuring Justin Timberlake,38,Carry Out,2010
Michael Buble,39,Haven't Met You Yet,2010
Flo Rida featuring David Guetta,40,Club Can't Handle Me,2010
Jay Sean featuring Lil Wayne,41,Down,2010
La Roux,42,Bulletproof,2010
Jason Derulo,43,Whatcha Say,2010
Justin Bieber featuring Ludacris,44,Baby,2010
Adam Lambert,45,Whataya Want from Me,2010
Taylor Swift,46,Mine,2010
Rihanna,47,Only Girl (In the World),2010
Kris Allen,48,Live Like We're Dying,2010
Rihanna featuring Jeezy,49,Hard,2010
Z + Mr. Hudson,50,Young Forever - Jay,2010
Ke$ha featuring 3OH!3,51,Blah Blah Blah,2010
Trey Songz featuring Nicki Minaj,52,Bottoms Up,2010
Jay Sean featuring Sean Paul & Lil Jon,53,Do You Remember,2010
OneRepublic,54,All the Right Moves,2010
Orianthi,55,According to You,2010
Ludacris featuring Nicki Minaj,56,My Chick Bad,2010
Taylor Swift,57,You Belong With Me,2010
The Black Eyed Peas,58,Meet Me Halfway - The E.N.D.,2010
Ke$ha,59,Take It Off,2010
Drake,60,Over,2010
Neon Trees,61,Animal,2010
Maroon 5,62,Misery,2010
B.o.B featuring Rivers Cuomo,63,Magic,2010
Lady Gaga,64,Paparazzi,2010
New Boyz featuring Ray J,65,Tie Me Down,2010
Nicki Minaj,66,Your Love,2010
Miley Cyrus,67,Party In the U.S.A.,2010
Chris Brown featuring Tyga & Kevin McCall,68,Deuces,2010
Britney Spears,69,3,2010
Shontelle,70,Impossible,2010
"Drake featuring Kanye West, Lil Wayne & Eminem",71,Forever,2010
Boys Like Girls featuring Taylor Swift,72,Two Is Better Than One,2010
3OH!3 featuring Ke$ha,73,My First Kiss,2010
Kelly Clarkson,74,Already Gone,2010
The Black Eyed Peas,75,Rock That Body,2010
OneRepublic,76,Secrets,2010
Selena Gomez & The Scene,77,Naturally,2010
Alicia Keys,78,Un-thinkable (I'm Ready),2010
"Pain, Ludacris, Snoop Dogg & Rick Ross",79,All I Do Is Win - DJ Khaled featuring T,2010
"Kevin Rudolf featuring Birdman, Jay Sean, & Lil Wayne",80,I Made It (Cash Money Heroes),2010
Sugarland,81,Stuck Like Glue,2010
Usher featuring Plies,82,Hey Daddy (Daddy's Home),2010
Usher,83,There Goes My Baby,2010
Taylor Swift,84,Today Was a Fairytale,2010
Timbaland featuring Drake,85,Say Something,2010
Beyoncé,86,Sweet Dreams,2010
Kings Of Leon,87,Use Somebody,2010
Carrie Underwood,88,Undo It,2010
Sean Kingston & Justin Bieber,89,Eenie Meenie,2010
Lil Wayne featuring Drake,90,Right Above It,2010
Miranda Lambert,91,The House That Built Me,2010
The Band Perry,92,If I Die Young,2010
Paramore,93,The Only Exception,2010
Lady Antebellum,94,American Honey,2010
Sara Bareilles,95,Kaleidoscope Heart,2010
Daughtry,96,Life After You,2010
Uncle Kracker,97,Smile,2010
Cali Swag District,98,Teach Me How to Dougie,2010
Alicia Keys,99,Try Sleeping With a Broken Heart,2010
Jerrod Niemann,100,"Lover, Lover",2010
Adele,1,Rolling in the Deep,2011
LMFAO featuring Lauren Bennett & GoonRock,2,Party Rock Anthem,2011
Katy Perry,3,Firework,2011
Katy Perry featuring Kanye West,4,E.T.,2011
"Yo, Afrojack & Nayer",5,Give Me Everything - Pitbull featuring Ne,2011
Bruno Mars,6,Grenade,2011
Cee Lo Green,7,F**k You (Forget You),2011
Nicki Minaj,8,Super Bass,2011
Maroon 5 featuring Christina Aguilera,9,Moves Like Jagger,2011
The Black Eyed Peas,10,Just Can't Get Enough,2011
Jennifer Lopez featuring Pitbull,11,On the Floor,2011
Rihanna,12,S&M,2011
Foster the People,13,Pumped Up Kicks,2011
Katy Perry,14,Last Friday Night (T.G.I.F.,2011
Bruno Mars,15,Just the Way You Are,2011
Enrique Iglesias featuring Ludacris & DJ Frank E,16,Tonight (I'm Lovin' You),2011
P!nk,17,Raise Your Glass,2011
Lady Gaga,18,Born This Way,2011
P!nk,19,F**kin' Perfect,2011
Rihanna featuring Drake,20,What's My Name?,2011
Chris Brown featuring Lil Wayne & Busta Rhymes,21,Look At Me Now,2011
Jeremih featuring 50 Cent,22,Down On Me,2011
Lil Wayne,23,How to Love,2011
Adele,24,Someone Like You,2011
OneRepublic,25,Good Life,2011
Bruno Mars,26,The Lazy Song,2011
Britney Spears,27,Till the World Ends,2011
Lupe Fiasco,28,The Show Goes On,2011
Lady Gaga,29,The Edge of Glory,2011
Ke$ha,30,We R Who We R,2011
Wiz Khalifa,31,Black and Yellow,2011
Hot Chelle Rae,32,Tonight Tonight,2011
Ke$ha,33,Blow,2011
Bad Meets Evil featuring Bruno Mars,34,Lighters,2011
The Band Perry,35,If I Die Young,2011
Gym Class Heroes featuring Adam Levine,36,Stereo Hearts,2011
The Black Eyed Peas,37,The Time (Dirty Bit),2011
Dirty Money featuring Skylar Grey,38,Coming Home,2011
Pain,39,Hey Baby (Drop It to the Floor) - Pitbull featuring T,2011
Rihanna,40,Only Girl (In the World),2011
Lil Wayne fea turing Cory Gunz,41,6 Foot 7 Foot,2011
Lady Antebellum,42,Just a Kiss,2011
Jason Aldean,43,Dirt Road Anthem,2011
Taio Cruz,44,Dynamite,2011
Waka Flocka Flame featuring Roscoe Dash & Wale,45,No Hands,2011
Britney Spears,46,I Wanna Go,2011
"DJ Khaled featuring Drake, Rick Ross & Lil Wayne",47,I'm On One,2011
Cobra Starship featuring Sabi,48,You Make Me Feel...,2011
Chris Brown,49,Yeah 3X,2011
Nicki Minaj featuring Drake,50,Moment 4 Life,2011
Dr. Dre featuring Eminem & Skylar Grey,51,I Need a Doctor,2011
Nelly,52,Just a Dream,2011
Kelly Rowland featuring Lil Wayne,53,Motivation,2011
Edward Maya & Vika Jigulina,54,Stereo Love,2011
Christina Perri,55,Jar of Hearts,2011
Wiz Khalifa,56,Roll Up,2011
LMFAO,57,Sexy and I Know It,2011
Far*East Movement featuring Ryan Tedder,58,Rocketeer,2011
Kanye West,59,All of the Lights,2011
Britney Spears,60,Hold It Against Me,2011
Usher,61,More,2011
Avril Lavigne,62,What the Hell,2011
Tinie Tempah featuring Eric Turner,63,Written In the Stars,2011
Trey Songz featuring Nicki Minaj,64,Bottoms Up,2011
